review,sentiment
Cari informasi,5
apk nya lumayan bagus untuk liat bkp 🗿,4
"Since the update to x, this app likes to refresh itself and exit the application",1
"Sore ini pas mau ganti akun tiba2 terlempar keluar dan tidak bisa masuk lagi, mohon di tindak lanjuti",1
Sulit banget buat masuk akun padahal akun email udah bener . Makin jelek sampah gak jelas .,1
Membatu org Susah,2
2025 kenapa saya tidak dapat mengganti tanggal lahir saya? Sangat kecewa,1
sngt baguss,5
Skarang udah GK bisa download video lagi sudah tak betul dah ni apk,1
Ok,5
"Ga muncul suara pas nonton video, padahal di setingan aksesibilitas udah di aktifkan efek suara nya.",1
Males make. Sering keluar(logout) otomatis pas enak-enak nya make.apakah aku kriminal sehingga di perlakukan seperti itu????,1
Sagat🙏,5
X butuh filter untuk postingan terlama,1
Akunku sering log out sendiri ga jelas. Ga ngapa-ngapain juga kena pelanggaran. Ga jelas banget.,1
"Aplikasi banyak bug. Jelek banget. Apalagi banyak yang dibatesi, tapi konten negatif bebas.",1
Selalu log out sendiri,1
Bagus,5
apk yg sangat jelek gbisa dibuka,1
Gak ngelakuin apa apa tiba tiba kena ban anjg 😂,1
APLIKASINYA YG SEMAKIN HANCUR SARAN JGAN ADA LAGI YG PAKAI APK INI,1
sangat baik,5
Setiap buka DM force close melulu,1
Sangat puas,5
Bagus,5
boo apk bagus² oke tapi malas sekarang like nya ilang,4
Bagus aplikasi memuaskan,5
Great,5
Ok,5
𝚘𝚔,5
Lumayan menghibur di waktu luang,4
update sekali informasi nya🙏👍👏,5
Good,5
Tidak bisa mendowload,5
Mantap,5
So bad,1
Bagus,5
Kenapa keluar sendiri ketika masuk di beranda?,5
Oke job,5
Bgus,5
Membuat pengalaman menjadi lebih baik,5
good,3
Kenapa diakun saya markah tidak muncul dan hilang semua?,2
makasih udah bikin apk ini :),5
Bnyk misi,1
💎,5
Good,5
Ok,5
Masih perlu di perbaiki sering kali akun kami tdk mau terpakai,2
Sangat bagus dan memuaskan,5
Oke,5
Semenjak diperbaharui susah buat login akun sial akun ku jdi hilang,1
Sangat luar biasa Paling bagus d antara aplikasi lain,5
👍😊,1
baik,1
Keren pokonya,5
saya tidak bisa masuk ke X Twitter,5
Keren banget Mantap betul,5
Akun x ku kekunci udh coba dari 2 hari kemarin tapi tetep gk bisa.terus x aku jga sering eror kyak tulisannya mulai gitu.hal itu sering banget.buat orang orang yg mengalami hal yg sama kayak aku fiks kita sama,1
Oke banyak pengalaman,5
oke,4
"Weh x yg bnr kalo misalnya bikin apk tolol kebanyakan bokep itu,bersih² hin admin ke gitu bikin rusak bangsa ini aja klo perlu blokir x aja dh",1
aku sedang asik scroll kok tiba tiba log out sendiri?😔,3
Bagus,5
"semakin buruk, sering bgt gk bisa di refreh",1
Bagus well 😘😘😘,5
Ko x jadi gini pas saya mutar video selalu erorr padahal internet saya bagus tetapi selalu ngeleg dan video selalu gk HD pala blurr,2
Kenapa sih jadi sering macet,1
Getting better,5
Akun di tangguhkan terus,1
Sukses ya say,4
Sangat bgus bngat ini..,3
Sangat bagus,5
lanjutkan.....,5
cool,5
aplikasi Tambah kusut,1
Kenpa sy tidak bsa downlo aplikasi in,1
mantab,5
ok banget...,5
tolong perbaiki lg min kadang suka lemot padahal jaringan bagus,3
bagus,5
"Sat ni apk buat nonton ooep apa ya, perasaan scroll dkit ooe lah, hen lah, plis lah X tkut ada anak di bwah umur yang main apk X ini, apa ga terkejut klo lagi enak² scroll tiba tiba ada ooep atau hen, apalagi scroll nya di sbelah emaknya misalnya, batasin umur kek X.....",2
X ajg gua mau login harus verifikasi dah lama ELORR ga mau lagi Makai ajg,1
Ok baik,5
"Kenapa setiap mau lihat video , selalu masalah pemutaran video , padahal koneksi internet bagus",3
Kayaknya sih seru bgt,5
"ga jls bngt co apk ga bisa ke refresh+ga bisa liat thread, eh yng bnr² aja deh klo buat apk, di update itu tmbh canggih tmbh bgus mangoh amat ajg 👎🏻👎🏻👎🏻👎🏻👎🏻",1
Akun aku sering keluar sendiri,1
Gak bisa log in👎🏻,1
👍🏼,5
bagus suka sama aplikasinya,5
Saat memutar sebuah video pasti ada aja yg patah²(lemot) ga jelas dan juga suaranya tidak ada,1
gajelas akun nya hilang,1
Apknya bagus bangettttckck,5
ok,5
Apk minus sering limit banyak bug saya tidak puas dgn apk ini tolong developer perbaiki masalah ini,1
Top👍🏻,5
Saya lebih tau bahwa aplikasi ini lebih baik,5
Bagus lanjutkan boss,5
"Delete it Playstore, worst app ever, i do nothing but the system say that u violates rules? Worst... time to use ""app thread""",1
nice,5
Mantap,5
Sejuta kata maaf terasa kan percuma,5
Tiba tiba keluar sendiri jadi aneh nih aplikasi mending pindah ke threads,1
GK bagus bikin hp lemot jangan di download,5
"Akun sering terblokir dan sering ada peringatan di tangguhkan,padahal saya tidak melakukan hal yang buruk dan sering log out",2
Bagus,4
"Akun saya di tangguhkan, padahal gak pernah melakukan pelanggaran-pelanggaran komunitas X, udah ajukan banding lebih 5x tapi gak ada dapat email keterangan akun x saya bisa di pulihkan atau tidak, padahal akun udah dari tahun 2010, baru kali ini ditangguhkan, respon pihak bantuan juga kurang, dari sekian banyak aplikasi, cuma x lah yang paling buruk dan bahkan layak disebut sampah, sangat mengecewakan",1
Goof,5
Top,5
I can't post a tweet and it says failed everytime pls fix it,2
bgus tapi sedikit lemot di aku,3
Bahaya Banyak bokepnya,1
jnformtif,5
Bagus tapi sayang nya sudah tidak bisa melihat konten yg di sukai oleh orang lain,4
Gak jelas sering lot owut trus berlalih ke akun Mulu nyusahin banget dah,1
good,5
Mau masuk aja susah amat,1
Sangat baik,5
Sangat bagus brita dari seluruh negri,5
RuarrBiazaa kerennnnnn,5
Oengalaman menarik sisi dunia yg luas,5
Bagus dari yang lain,5
banyak informasi yang menarik dan menambah pengetahuan . . . 👍,5
info lebih detail,5
"jelek banget sekarang, jadi suka berhenti sendiri",3
Good,5
Veey good social media,5
Akunku ga bisa masuk,1
Sangat baik untuk memberikan wawasan dan pengalaman namun harus di cermati dgn kedewasaan,5
TWITTER DIMANA😢,5
Hapus apps ini dari indonesia dan tiktok Banyak sekali konten2 sensitif bakan fulgar. @Cominfo ikut tanggung jawab,1
Bagus apk nya cuma kenapa sih kalo aku mau repost atau retweet posts itu kalo lebih dari 20 akun kena pembatasan dan langsung keluar??? Tolong diperbaiki bug aplikasi nya Twitter,3
bagus,5
Twitter suka pilihkasih... Blokir akun org yg gak salah..,5
Gw bikin akun 4 x kena blok terus ini yg terakhir jika masih di blok saya kasih bintang 1,5
Bagus,5
Bgus,5
Suka banget sm aplikasi ini seru lah pokoknya,4
Fitur lebih bagus saat masi twitter,2
So far so good,5
"It's pretty good, extensive search system, I can also get some latest news",4
baguss+hallet,5
👍👍👍,5
Freedom of speech for those in POWER,1
Good,5
ko aflikasinya gabisa masuk anda membuat teknologi canggih tapi kami tidak puas ancir,1
👍,5
Bokep,5
"baru juga download udah ada aja masalahnya, yaitu gak bisa dipencet apa apa, tolong dong developer diperbaiki",1
Terimakasih,5
"Tiba tiba keluar dan di suruh masukin kode verifikasi tetapi oon malah kaga lu kirim ,kocak niat buat aplikasi gak sih???",1
Semenjak jadi x kontennya dewasa semua,1
ngeleg suruh kasih masuk kode verifikasi,1
"Bagus, tapi akun ku x sering gk bisa dipakai",5
Keren,5
Mantap,5
Lemot parah,1
Aplikasi ga jelas,1
Good job,5
Sulit sekali masuk dgn email dan nomer yg gaada,1
"Bagus, seneng",5
Aplikasinya banyak iklan pas nonton video gak bisa kehalang sama iklan 😡 segera ditindak lanjuti banyak iklan promosi judi online,1
Best,5
good,5
mantap,5
lupa sandi,5
Good,5
"aplikasi minim rumor, rata2 disini semua berita fakta dan jarang mengada2. informasi juga bisa di dapat dengan cepat. walau udah ga se seru dulu tp seenggaknya masih bisa membantu nyari informasi paling update. bisa curhat dan ngebacot sesuka hati. usernya juga gak baperan. asik buat temen ngobrol 👍🏻",5
Jadi males bukak apk X ini dikit diki update terus,1
Mantap,5
Semenjak jadi x aplikasi ini banyak vidio sek***l,1
sangat membantu,4
aplikasi nya bagus pertahankan jangan sampai ada iklan,5
Good,5
BOCIL buberts suka aplikasi ini : V,5
Hey melon gua benci banget luh sama masa akun gua dikeluarkan tiba-tiba anjir gak dijelaskan jg kenapa akunnya dikeluarkan bangke benci banget gua,1
"Ga jelas udah di Download sampe penuh, malah di suruh download ulang",2
"very sorry, kenapa ya akun aku 2 duanya tb tb ga bisa login smpe sekarang, pdahal aku gaada kegiatan yang mencurigakan mana udah lumayan lama ga bisa masuk akun itu lagi, gimana yaa tolong lah kembaliin kedua akun itu masa hilang gitu aja?kalo sampe gabalik kecewa bgt si pdahal aplikasi favorit ku ini",1
suka ngebug bangsat,3
Why do I always log out of my account? It always lags when I open it.,2
I promise the answer question on time for me education on the generation for insiden los angeles look for country insiatad ok,5
"Ga kluar posting, gambar nya hitam , aneh Twitter aneh ,",1
Mantap,5
Good,1
keren,5
"suka bgt,bisa ngeliat berita dan apapun,tapi kalo lg ngescroll psti keulanv trss",5
Banyak sekali berseliweran adegan bugil 18+,1
semenjak jadi X sering ke refresh sendiri gajls,1
Nice,5
Excellent,5
keren apk ny,5
Sering keganti ke youtube sendiri,4
Good and Free app,5
Mantap,5
Aplikasi kotor mohon blokir akun saya supaya tidak dapat mendownload aplikasi ini lagi,1
Akun ribet,5
Bgs tapi memory ku tersiksa. Terus downloadny lama,4
Banyak tau soal berita dunia,5
"Bagus banget, lgsg bisa d posting d status, ataupun d simpan d geleri",5
berita terupdate,5
Good,5
Hmn gmn ini X putus2,3
"Gak jelas banget nih aplikasi. tiba tiba log out sendiri pas mau berkomentar, tiba tiba di tangguh kan akun nya. dah lah mending uninstall aja bangk*",1
"Setelah di update akunku keluar sendiri, mau log in ulang malah akunnya gk bisa. Padahal passwordnya sudah sesuai .. akunku lenyap, sial kali",1
Isi nya kebencian caci maki sok bener dewekan,4
untuk saya sendiri aplikasi ini cukup bagus tapi ada beberapa kekurangan yang menurut saya sangat mengganggu seperti konten erotis atau konten yang mengandung Pornogerafi yang menurut saya sangat menggelangu dan saya sangat menyarankan untuk membuat fitur untuk membuat konten seperti itu tidak ada di beranda saya atau orang orang yang tidak suka konten seperti itu,3
Bagus tanpa sensor,5
Kerefresh sendiri mulu anjeng,1
kangen Twitter pls,4
Nice,4
"akun saya yang lama tidak diizinkan masuk kembali (dikunci) sudah saya coba, dan berhasil, dan terjadi lagi. Bahkan saya udah ajukan 5 kali loh? ga ada upaya si X ini untuk mengembalikan akun saya. tolong sangat amat dikondisikan aplikasi ANDA!!! merugikan, tidak sampai 3 hari saya memakai akun lama, tetapi kembali dikunci tanpa alasan. saat saya mau login ""apakah ini benar anda?"" berkali-kali ganti kata sandi, sampai saya sendiri muak. dan bahkan di tunggu 3 hari, buat ap coba?",1
"aku udah login malah terus ke logout, setiap buka x harus login ulang",1
Aplikasi busuk ndak boleh masuk..,1
"App stress tiba2 log out sendiri dan tiba2 suspend ,pdhl cuma buat nonton pekob doang ga ngapa-ngapain",1
Suka yg tua ndut 😅,5
Bebas berekspresi,5
Bo ke p banyak di sini tanpa v p n hehe mantap,5
"Aku kehilangan akses masuk pada akun X ku, dan aku sudah mencoba nya beberapa kali dan membuat laporan pada Gmail juga pada laporan X akan tetapi selalu terjadi eror Iki sungguh sangatlah mengecewakan.",3
Mantap,5
Di,5
It's amazing 🤩,5
Nice,5
Mantap,5
"nah man, bring back Twitter",1
Ok lah,5
Knp akun sering ditangguhkan...,3
"Suka keluar sendiri aneh, giliran log in lagi malah akun tidak ditemukan",4
"WOI GUA MAU GANTI PP AJA RIBET ASU, GUA GANTI PP DARI GALERI MALAH KEMBALI YANG AWAL ANJGG",1
Sangat bgus dan baik,5
apk jdi goblokkkkk d tangguhkan mulu,1
"Maaf nih, tapi aku engga melanggar peraturan yang sudah di sediakan di X, tanpa adanya konten vulgar, tapi tadi jam 18:19 akun saya bermasalah dan alhamdulillah bisa login kembali dengan verifikasi akun, tolong jelaskan apa saya melakukan aktivitas yang tidak senonoh di akun X saya?",3
Ok twitt again,5
Masih setia dengan app ini,5
Ok,5
"saya menyesal download ini. saya yg gunakan akun, saya yg diblokir. padahal saya download ini cmn buat masuk ke aplikasi bukan buat nyuri akun org. knp sy diblokir!? saya tidak melakukan apa²!? saya stres setelah mendownload ini. maaf, ini tidak bagus sama sekali..",1
ga bisa masuk trs hrus pke sndi verif,1
Terbaik,5
Sangat bagus X,5
Cukup menyenangkan bermain aplikasi Twitter,5
Bagus,5
Suka dg netizennya yg kritis dan update,5
Better than TikTok,5
"Kok akun aku selalu ditangguhkan padahal gak pernah melanggar apapun,,,sangat mengecewakan padahal pengikut udah banyak 😌😌",1
Algoritma jadi gak karuan Kangen sama versi lama yg menampilkan tweet hanya pada orang yg di ikuti,1
Best pokoknya,5
Kokk. Ngak bisa dilihat,5
Ok,4
Akun ditanggung kan nggak tau kenapa.😡😡😡😡😡😡😡😡,1
👍🏼,4
Good,5
Nice,4
Great,5
Gut,5
cukup bagus,4
Bagus,5
Bagus,5
Excellent,5
Ok,5
"aplikasi paling kocak ..tiap buka x akun selalu di kunci hrus verifikasi terus ,,login lagi verifikasi lagi jengkel vangke",1
Gut,5
Luar biasa,5
1 aja soalnya gampang terkunci,1
Mantap dan bagus,5
Mantao,5
Mantap suratap,5
suka logut mau login ulang susahnya minta ampun,1
Sarang bokep,1
semenjak X jadi makin ribet dan jlk,1
"Aplikasi ini kalau mau login pasti ada aja masalah, ngeselin 🙄",1
"kalo lagi liat postingan trs mau lnjut liat ke postingan lain malah ke refresh, malesin anjir🙄",3
"Sosmed nggak jelas! akun gue ke ban 2 kali karena alasan nggak jelas, najisss!!!",1
sedikit lag🥰🥰,2
Keren,5
"aplikasi tolol ga jelas, make wifi lemot make data lemot aneh",1
Sering tiba² log out,1
Sering error,2
Is the best,5
Terbaik,5
Ngapa tiba2 kgak bisa login lewat google anjir.bukanya update fix bug malah nambah bug fakkk lah kata gweh mahhh,1
Jangan terlalu di persulit untuk pengguna gratisan Bos,5
Mantap,5
nice nsfw di blok,1
Bagua,5
Aplikasi toxic.,1
Kenapa sekarang jd susah ganti nama panggilan sih?!!,2
"Tiba-tiba akun di tangguhkan, padahal saya tidak pernah posting dan komentar, cuma scroll-scroll aja",1
warga x kebanyakan yapping kebanyakan keyboard warrior,1
"akun tiba"" ke suspend sendiri gajelas",1
Sarang monyet so pinter,1
Tiba-tiba akun gw hilang kocak,1
banyak bkp anj,1
Apk nya bagus,5
ampas,1
X hama,1
Aplikasi sangat berguna banget tapi masih banyak kendala seperti lemot dan tiba tiba keluar atau merefrest sendiri... mohon di perbaiki..,3
"Boleh saya memberi saran, saya menggunakan twitter di hp saya dengan versi android 8 (oreo). Dan terjadi sedikit lag saat scrolling beranda, terkadang bisa sampai force close applikasi. Jika berkenan mungkin bisa dipotimalkan dengan update kedepannya.",5
"Tolong kembalikan akunn sayaa, kepencett😭😭",5
bagus,5
PERBAIKI APK INI! SELALU TIBA² KE REFRESH SEDIRI! CAPEK,1
AP Gelok Ap,5
"Enak aja pakai x,,lain dari yang lain..Mantaplah pokoke,,",5
Isinyaaa gajelas,1
Ok,5
Pengajuan dengan syaiton,1
so bad,1
Twitter/X lite dong....,1
🤤🤤,5
gk memuaskan apk kurang bagus 😝,1
Aplikasi gj,1
Nice app,5
"jelek, penuh hate secara personal",1
Good,5
"X ku dari semalem gak bisa buat ngapa""in, gambar gak kebuka, video jg, foto profil pun gak muncul, jaringan kayaknya juga gak bermasalah, buat buka aplikasi lain aman soalnya Ada solusi gak ya kira*?",3
Setelah update ngk bisa refresh Jelek ngk ada gambarnya,1
𝘾𝙤𝙗𝙖,5
aplikasi buat haus validasi aja 😂,1
Sangat menghibur dan menambah wawasan,5
Sangat mudah penggunaannya,5
Good,5
Bagus,5
ini kenapa akun ku suka banget di tangguhkan 😭 sayang bngt loh padahal nggk buat apa2 kok,1
Bagus,5
Sangat bermanfaat,5
Menyenangkan,5
love it,5
Lancar n mulus,4
Beritanya sip,5
Good,5
Apa banget ni aplikasi lemot gila,1
"Heran, q ga pernah ngapa"" in tiba"" akun di tangguhkan,udah banding beberapa kali, tapi tidak ada jawaban atau kepastian.",1
Great,5
Hama,1
APLIKASI GAK BERGUNA BANYAK SDM RENDAH YG TERPANCING,1
"warga x gak guna cuma hisa hujat orang,masalah kecil di gede², dasar warga x",1
Selalu husnudzon,5
"Best apps sosialmedia,, elonmusk ❤️❤️❤️",5
Mantab bener.,5
apala aplikasi ini ga bisa di pakai lagi,1
Banyak bokep,1
Ok,5
Bagus dan informatif,5
Lemot,3
Ok,4
sarang beruk,1
Aplikasi sering keluar sendiri,3
"Sudah bikin dua akun Selalu tidak bisa masuk,aplikasi rongsokan",1
Jelek sering lag,1
"aplikasi isi oramg orang problematik, sampah pkoknya",1
masok,5
Mantap,5
"aplikasi sampah, muak sama user x, ngatain orang cabul padahal aplikasinya sarang bokep, banyak hal ga senonoh, sok pintar lagi. scroll x=penurunan iq",1
Apk orang si paling SDM tinggi🤓,1
Mantap,5
baikk,5
Jujur gw kecewa sama attitude di apk ini,1
Kereen,5
"App jelek any kandang orang"" freak, dikit"" drama mulu",1
Ok,5
kaya ragunan,1
"Isinya org"" caper suka ngegoreng sepotong hal/video padahal gimmick doang, giring opini gajelas",1
Bagus 👍,5
"Entah knp akun gw g bisa login, koplak",1
akun saya selalu secara sendiri kelogout gak bisa login ntah harus diapakan,1
"isinya orang' sipaling suci paling bener, kaya tuhan aja",1
kok aplikasinya lemot,1
Aplikasi tai crash wae isine,1
Please replace it with Twitter with the bird logo🙏🏻,1
Good,5
Makin makin aja nih apk,1
Menurut saya aplikasi ini sangat bagus karena saya bisa lebih mudah menerima informasi seperti berita atau hal yang viral di seluruh dunia,5
aplikasi sdm rendah semua 🤒,1
Apalah,1
aplikasi bokep,1
apk tolol,1
Lemot,1
"terlalu srius lu ama windah,yatim x game haram,banyak bikep",1
najonggg!!!!,1
"isinya orang"" caper",1
aplikasi orang gblog,1
"Aku suka app ni, tapi isinya ribut terus tiap menit",4
aplikasi gak jelas semua data di akun saya hilang begitu aja gara - gara keluar dengan alasan yang gak logis.,1
Ngak tahu ini kenapa eror gak bisa dibuka,5
apk lemot,1
Tolol aplikasi sampah drama,1
Jelek,1
aplikasi ga jelas,1
seru,5
bagus,5
"x hama wak, windah gacor 🤑",1
Akun sy tba2 di tangguhkan..,1
Jangan download banyak aneh nya,1
Mantap 👍,5
bagus,5
I love x,5
"penggunaanya rata² ber iq rendah,toxic,pengangguran hidup pula,isinya kebanyakan bokep dan pornografi,banyak promosi porno di aplikasi ini",1
Bagus,5
"Semakin buruk sering lag, aplikasi keluar sendiri, gambar kadang tidak muncul",1
Banyak akun fiksi,5
"ok,lh...",4
"banyak scam id, mhn GM diteliti lagi, banyak akun fake",5
"aplikasi gembel banyak bug, najis banget cuih",1
Lumayan,5
Mending Twitter dulu sebelum dibeli. Setelah ganti orang makin kesini makin gak guna X,1
"Kenapa akun Twitter saya ditangguhkan tanpa ada notifikasi terlebih dahulu, tahu-tahu gak bisa masuk dan gak bisa digunakan? Tolong kembalikan akun lama saya. Please!",1
Sosial media terbaik,5
Gwendeng,5
Aku suka baca au dari aplikasi ini,5
Mantap,5
Memang benar2 jelek banget. Masa harus login lagi,1
"dikit dikit update, dikit dikit update. tapi malah makin gak jelas sering logout sendiri. saat scrolling profil orang malah kembali ke atas, padahal ingin lihat postingan terlama dari orang tersebut",1
Mantap,4
Bagusnya,5
Goodjob,5
Buruk,2
Aplikasi tolol tiap hari diminta verif ama captcha mulu cuma tweet 1 biji doang minta captcha tolol bener,1
Menurut gua ini okk,5
Suka suka,4
Sering keluar sendiri,1
Puas,5
Semenjak jadi X mirip tiktok jadi aplikasi kandang monyet cuman lebih ribet,1
"aplikasi kocak. sering banget lewat iklan 4no di tl gw, padahal gw g pernah search ataupun interaksi yg berbau 4no",1
liat video gak se enjoy Twitter yg megang kocak,1
Taulah,1
Karna sangat berfungsi,5
Najis banyak porno nya ama fulgar,1
"aplikasi jelek, ga bisa login",1
Ngehina windah jadi bintang 1,1
X = hama,1
Makin buruk aja,1
Mantap,5
Apk gajelas banyak 4no nya ajg,1
Aplikasi sampah,1
Apalah apk ini,1
Twiter sekarang najis,1
Kasinya awalnya bagus sekarang sudah di tangguhkan,3
Kebanyakan iklan baru mencet iklan sedikit2 iklan sekalian iklan aja isinya,3
Keren,5
"akun tiba"" ditangguhkan tolong lah pihak x untuk mengaktifkan akun sy",5
xxxx gaspol oye,5
"Kok banyak video permasalahan dan lemot padahal wifi lancar tolong diperbaiki. Saya mau unduh videonya biar gak lemot, setelah unduh kok malah videonya rusak, Aku kira-kira mungkin videonya jadi rusak setelah upload? Ini sangat buruk :(. Saya rindu aplikasi twitter lama videonya utuh dan gak lemot",4
X(Twitter) adalah aplikasi media sosial yang wajib ada di semua perangkat saya karena hebat,5
Nice,5
Hot,5
ok dan ok,5
Apk mantap.saya sedang menonton bokep dan tiba² ada vidio yg sedang membaca Yasin,5
Ini kenapa gak bisa ganti foto profil..😭😭,1
Bagus,5
ok lahh,5
Tiba-tiba log out ga bisa login pula,1
kurang bagus nie ..,5
Sangat puas,5
"update mulu knt""""""l",1
top,5
Mantap,5
Ok xxx,5
bagus banget kalo X all free applikati,5
Ok,5
Bagus app nya,5
Wau... 🤣🤣🤣,5
😀😀,5
Ok ok ....banyak ...inspirasi nya,5
"X burik, kebanyakan iklan, sering keluar dari akun ga jelas, mana fiturnya sering g guna",2
jos,5
keulang ulang terus,3
Oke,5
"Well, i just want my AMERICAN FYP!!! AND WELL I DON'T SUPPORT TRUMP! anyway, cya :P",1
Mantap,5
Mantap,5
Tifak dpqt di buia jika memhgunakam wifi,3
App yang menarik,5
Bagus,5
Banyak informasi seluruh dunia,5
Lumayan,4
namanya jelek,1
Mantap,4
Mantap,5
"I can't log in to my account, even though the email and password are correct, I still can't log in.",1
Aplikasi tolol banyak iklan judol,1
no comenk,3
Amazing,5
hadeuhh apk tidak berguna makin sini mkin parahh ga kaya sebelum nya twit nggak bnyk bug skrg gnti x bug nya parahh,1
mayan,5
apk tolol suka kluar sendiri mau ganti akun direpotin Mulu anj,1
Banyak bkp,1
"sering tiba"" le log out sndri",2
"Yg punya arogan,main suspend mulu 👎",1
mau buat akun gk bisa cokkkk apknya error ckkk aplah,1
"Semenjak di perbaharui sering pas lagi scroll refresh sendiri dari awal mulu gk jelas bikin kesel lagi baca time line, damn 👎",1
KNTOL,1
Good App,4
Ini akun gw di tanggungin mulu,1
"Gw download apk ini, cuma pgn tau yg viral2 njir",4
Aplikasi bokep anying sampah ini isinya bokep semua,1
Is the best,5
sekarang banyak banget aturan jirr,2
Lemot,1
Bagus,5
"selalu terlog out sendiri, sudah masukan passw eeh ttp ga bisa. Jadi kecewa semenjak berubah menjadi X",2
Apk gk jelas padahal baru buat akun dan akunya gak gw apa apain tiba tiba ditangguhkan👎👎👎👎👎,1
"Yaaa bisa lah, minamal minimul jangan suspend akun terus lah",4
Ok,5
"Aplikasi nya bagus sebenarnya. Cuman sayangnya sering banget muncul notif nsfw. Padahal aku pribadi udah jarang ngeliat konten kayak gitu🤦‍♀️. Semoga kedepannya x bisa lebih nyaring mana yang sfw dan yang bukan, jadi notif x ku aman🔒",3
Bagus,5
Mantap,4
good,5
"Aplikasi k0π70I, kgk bisa login",1
Lebih bebas tanpa banyak sensor sensor 😅,5
Bagus,5
keren,5
Aplikasinya bagus dan videonya berkualitas,5
najong lemot banget anjir,1
Good,4
Download videonya saja harus langganan. Hadeeh👊🏻,1
Banyak iklan slot taiiiii,1
"Ada bug. Saat saya hendak menulis pesan DM, tiba-tiba saja keluar tampilan awal. Dan semua pesan yang sudah saya ketik hilang. Tolong diperbaiki",3
Dipermudah,5
Mantappp,5
Mantap!,5
Baik-baik saja,5
oke bagus,5
Jelek,1
Mantul,5
Saya tidak tahu aplikasi apa ini dan saya ingin menghapusnya tapi tidak bisa,1
Best pokoknya,5
baik,5
biasa aja,5
Mantap!!,5
Bagus beritanya,5
"Mantabs,",5
mantap banget bro.... tapi sayang nya akun X ku ditangguhkan 🤦🤦🤦,5
"Saya tidak akan mengunakan aplikasi sampah ini lagi seumur hidup. bahkan ketika kau tidak melakukan kesalahan apapun, akunmu akan di tangguhkan. 👎",1
Very good,5
Belajar dan mengajar tentang pengetahuan,4
Mantappp👍,5
Good,5
Menghibur sekali,5
"Jelek tiba"" keluar sendiri parah anjir, apk ga jelas lagi sekrol"" malah keluar sendiri..",1
"aku download aplikasi ini sebenarnya cuma buat informasi dari game game yang ku suka,dan menerima notif baru,tapi bagus untuk hiburan,cuma yaaa agak banyak video atau foto tidak senonoh.",5
"Banyak banget konten porno di beranda gw ,males dah",1
"Cukup bagus, lancar.",4
Mantap,5
Lumayan untuk informasi,5
❤❤❤,2
Dapat Tambahan Karena Apk Ini,5
Tumben Twitter berubah jadi X 🗿,5
"this platform is great! thanks for the people in it! But an I have issue, it's a little bothering privacies, why I cannot delete images or messages in direct message, also why there's so many ads came across LOL.",5
Apk lemot,2
Apk ini bisa bantu aku buat liat member bts,4
ga suka aja,1
Keren,5
"Buka X, Parah muncul iklan dewasanya, sangat gak senonoh apalagi yg buka hp nya anak kecil",1
Akun di tangguhkan tidak jelas,1
"ga bisa pakai nickname , padahal suda login",1
Bagus,5
Masih perlu di perbaiki di aja,3
Bagus,5
Ahaahaha,5
👍😀🤝,4
Ini ada manfaat karena ada bantuan:),5
Baik,4
Bagus dan menarik,5
"Makin rusak aplikasinya tiap like & retweet akun logout sendiri, balas postingan logout lagi, buka postingan lalu kembali ngerefresh sendiri. Makin hari makin aneh & gajelas nih X, masih bagusan Twitter dulu",1
njajal disek,3
Sudah membayar langganan dan aktif tapi di X saya masih meminta untuk membayar.sungguh aneh dan merugikan,1
like you,5
"Kepada pihak X, mohon untuk iklan dan hashtags ditertibkan. Sering sekali muncul iklan tidak senonoh di timeline saya. Sudah saya report berkali kali tetapi masih saja muncul dan itu amat sangat mengganggu. Mohon segera ditindak lanjuti. Terima kasih.",1
Keren.. 👍,5
Good,5
Menarik,5
Kurangi iklan untuk versi gratis,5
Apk rusak,1
Keren,5
Ok👍🏻,5
aplikasi X terbaik...👍,5
Sangat puas,5
Bagus,5
Not for freedom of speech,5
"Jelek banget, sering keluar sendiri. Secara otomatis. MASA DUA KALI JESAKAHAN TEKNIS SIHH??? SEHAT?",1
Pokoknya The best,5
Melihat situasi dan kondisi di dunia maya,4
Bagus lancar dan informatif,5
sangat bagus,5
Mntap,5
Disturbing Thread! Please fix it,1
Mantap,5
ya gk salah sih orang lain yang komentar tentang app ini,1
"Tidak seperti aplikasi sebelum nya, Aplikasi X yang terbaru sekarang sering log out , itu sangat menggangu",2
sangat membantu aku untuk informasi sosial yg ingin aku ketahui.,5
Bagus like good job,5
Mantap,5
Aplikasi Yang Sangat Luar Biasa,5
Aplikasi gajelas ajg GANGGUAN MULU BGST!!!,1
cocok skli aplikasi ini buat liat' info penting,5
Sangat buruk tidak bisa daftar,1
isinya kartel sama kecelakaan semua mana ga di sensor ☠️,1
sangat bermanfaat🙏,5
AI for crypto,5
bagus,5
Agustus,2
"its ok, good",5
Ok,5
I like X because good media sosial and interesting,5
Nice to,5
Udah bener Twitter malah ganti x gajelas udh mah lemot tolong kembalikan Twitter yang dulu,5
Mamtep,5
menambah wawasan,5
bagus,5
Enakan Twitter dulu semenjak ganti jadi x makin ribet deh semrawut kembalikan twiter yang dulu,1
seru aja suka sih,4
Semenjak diubah aplikasi nya jadi ngeleg parah dan suka Keluar tiba tiba,3
Bisa menghasilkan uang 💸,5
"Ini x kenapa sieee😭😭 akun gw keluar muluuu, harus login lagi dan lagi deh jadi nya😭😭😭",4
